id,title,slug,author,status,publish_date,comments_count,title_length,description_length,content_length,has_image,external_image,needs_truncation
163,Une J1 qui annonce la couleur,une-j1-qui-annonce-la-couleur,Chatman,published,2018-09-13 09:34:20.129000,16,29,452,2091,Y,Y,Y
164,La Horde élit domicile à...<br>,la-horde-élit-domicile-àbr,Tyra,published,2018-09-13 10:39:48.530000,26,31,251,3380,Y,Y,Y
165,Trucage au sort et J-1/2,trucage-au-sort-et-j-12,Kaoragh,published,2018-09-15 02:21:54.925000,8,24,445,4626,Y,Y,Y
166,duel de corpos : la J1,duel-de-corpos-la-j1,Acryosis,published,2018-09-16 03:57:15.861000,5,22,282,4831,Y,Y,Y
167,<strong>Tyra’Kadémie&nbsp;: Le nouveau</strong><br>,strongtyrakadémienbsp-le-nouveaustrongbr,Tyra,published,2018-09-17 13:40:03.023000,24,51,853,9578,Y,Y,Y
168,Une J1 suprenante !,une-j1-suprenante,Chatman,published,2018-09-18 18:04:02.491000,3,19,145,4110,Y,Y,N
169,"Friday, Monday… les Night Beavers en route vers le doublé !",friday-monday-les-night-beavers-en-route-vers-le-doublé,Legalodec,published,2018-09-19 13:06:05.997000,31,59,512,4002,Y,Y,Y
170,La J de la J1,la-j-de-la-j1,Kaoragh,published,2018-09-20 11:39:00.917000,15,13,463,11701,Y,Y,Y
171,"Arnaque, Crime et Botanique",arnaque-crime-et-botanique,Holleb,published,2018-09-21 14:22:23.178000,4,27,2509,11364,Y,Y,Y
172,Le Halfling Reporter,le-halfling-reporter,Kaoragh,published,2018-09-21 15:06:17.845000,3,20,198,1345,Y,Y,N
173,Finale de la ligue du Valdemor,finale-de-la-ligue-du-valdemorbr,DwarfKeeper,published,2018-09-22 09:09:43.937000,15,30,676,11288,Y,Y,Y
174,Et si Dieu descendait sur Cognac ?,et-si-dieu-descendait-sur-cognac,Legalodec,published,2018-09-23 08:37:48.558000,7,34,281,3877,Y,Y,Y
175,Dieu et les Omaha Bronkaos au Valdemor !,dieu-et-les-omaha-bronkaos-au-valdemor,EdwardGnomden,published,2018-09-23 16:19:03.361000,6,40,471,4503,Y,Y,Y
176,Saison réussie pour les Terrors of Cognac !,saison-réussie-pour-les-terrors-of-cognac,Legalodec,published,2018-09-25 20:49:48.146000,5,43,514,2157,Y,Y,Y
177,La gazette de Condate : J2,la-gazette-de-condate-j2br,Elpigeon,published,2018-09-26 13:50:14.707000,25,26,17,10730,Y,Y,N
178,Blam Eziasson coupé par les Blitzers !,blam-eziasson-coupé-par-les-blitzers,Legalodec,published,2018-09-27 19:54:05.121000,7,38,565,2909,Y,Y,Y
179,Coups d'envoi à Cholet<br>,coups-denvoi-à-choletbr,sirjam,published,2018-09-28 17:39:39.954000,3,26,66,6125,Y,Y,N
180,Condate ranking Week 2,condate-ranking-week-2br,Elpigeon,published,2018-09-30 09:43:12.150000,17,22,50,13235,Y,Y,N
181,"Le Colonel: ""Ils vont vous dire beaucoup de choses fausses""",le-colonelnbsp-ils-vont-vous-dire-beaucoup-de-choses-fausses,Legalodec,published,2018-10-01 16:43:43.598000,37,59,698,5929,Y,Y,Y
182,LdCa J1 : des blessés et des TDs,ldc-j1-des-blessés-et-des-tds,Obsidian,published,2018-10-02 13:17:09.177000,24,32,86,3294,Y,Y,N
184,Le plus petit Tournoi du Grand Ouest,le-plus-petit-tournoi-du-grand-ouest,longusbarbe,published,2018-10-03 20:05:57.191000,37,36,108,3189,Y,Y,N
185,[site] Here come's a new challenger !,site-here-comes-a-new-challenger-nbsp,Bagouze,published,2018-10-03 23:59:47.903000,34,37,616,5283,Y,Y,Y
186,Hall of Triche : là ou ça dénonce !,hall-of-triche-là-ou-ça-dénonce-br,Tyra,published,2018-10-05 07:21:24.573000,51,35,488,5507,Y,Y,Y
187,"Coupe des Cairns 2.0, ou le plan de Sir Legalodec",coupe-des-cairns-20-où-le-plan-de-sir-legalodec,DavidSycod,published,2018-10-05 09:48:59.153000,11,49,361,3024,Y,Y,Y
188,Premier Sponsoring à la BBBC !!!,premier-sponsoring-à-la-bbbc,Holleb,published,2018-10-05 14:27:10.802000,1,32,504,1631,Y,Y,Y
189,Second Sponsoring pour la BBBC !,second-sponsoring-pour-la-bbbc,Holleb,published,2018-10-06 12:24:50.122000,3,32,963,2149,Y,Y,Y
190,Revue des vestiaires du Valdemor<br>,revue-des-vestiaires-du-valdemorbr,DwarfKeeper,published,2018-10-06 16:30:45.650000,1,36,954,9691,Y,Y,Y
191,Le Choc des Commissaires,le-choc-des-commissaires,Holleb,published,2018-10-06 16:51:34.043000,12,24,2405,7574,Y,Y,Y
192,"AL3X: ""Il m'a manqué de respect !""",al3x-il-ma-manqué-de-respect,AL3X,published,2018-10-11 10:00:47.071000,13,34,289,2826,Y,Y,Y
193,La gazette de Condate : J3,la-gazette-de-condate-j3br,Elpigeon,published,2018-10-11 10:32:34.776000,17,26,17,10935,Y,Y,N
194,"Colonel Castor: ""Les bons joueurs ne manquent pas leurs 2+""",colonel-castor-les-bons-joueurs-ne-manquent-pas-leurs-2,Legalodec,published,2018-10-13 15:31:26.003000,14,59,589,5257,Y,Y,Y
195,Condate Ranking J3 : Les Sacrificers au sommet !,condate-ranking-j3-les-sacrificers-au-sommet-br,Elpigeon,published,2018-10-14 08:54:13.080000,10,48,335,11984,Y,Y,Y
196,La J de la J2,la-j-de-la-j2,Kaoragh,published,2018-10-14 14:44:29.537000,10,13,385,9881,Y,Y,Y
197,Les Pigeons Sacrificers surpassés tactiquement ?,les-pigeons-sacrificers-surpassés-tactiquement-br,Tyra,published,2018-10-15 08:33:56.344000,7,48,181,3944,Y,Y,N
198,Le Halfling Raporteur,le-halfling-raporteur,Kaoragh,published,2018-10-17 19:31:17.997000,1,21,291,1450,Y,Y,Y
199,[Mino Gate] Le Torguerthon&nbsp;: Nouvelle escroquerie du milliardaire,mino-gate-le-torguerthonnbsp-nouvelle-escroquerie-du-milliardaire,longusbarbe,published,2018-10-17 22:36:15.182000,9,70,117,5008,Y,Y,N
200,Enquête en cour chez les câthims..<br>,enquête-en-cour-chez-les-câthimsbr,Enor,published,2018-10-18 09:42:42.731000,3,38,190,2312,Y,Y,N
201,Les Blitzers engagent le premier Mage Météo de l’histoire de la Ligue !,les-blitzers-engagent-le-premier-mage-météo-de-lhistoire-de-la-ligue,Legalodec,published,2018-10-20 14:38:18.337000,21,71,779,6129,Y,Y,Y
202,"Priez pour nous, Seigneur !",priez-pour-nous-seigneurnbsp,giom,published,2018-10-23 10:02:27.273000,13,27,146,5237,Y,Y,N
203,French Moustache ou quand l’Ouest s’en va défier les bars de Cardiff,french-moustache-ou-quand-louest-sen-va-défier-les-bars-de-cardiff,giom,published,2018-10-23 10:35:41.748000,102,68,183,2768,Y,Y,N
204,"Bloody engage Sinnedbad le Marin, le coach Flo (encore) sanctionné par ses sponsors !",bloody-engage-sinnedbad-le-marin-le-coach-flo-encore-sanctionné-par-ses-sponsors,Legalodec,published,2018-10-23 13:41:33.413000,1,85,477,2369,Y,Y,Y
205,Forum Rose : la Ligue s’explique.,forum-rosenbsp-la-ligue-sexplique,Legalodec,published,2018-10-24 08:45:24.178000,16,33,594,4169,Y,Y,Y
206,La gazette de Condate J4,la-gazette-de-condate-j4br,Elpigeon,published,2018-10-24 16:31:52.397000,15,24,17,11212,Y,Y,N
207,Condate ranking J4<br>,condate-ranking-j4br,Elpigeon,published,2018-10-25 16:03:47.117000,9,22,335,12153,Y,Y,Y
208,Les Brutes Nantaises à l'Eur'Open (Partie 1 et 2),les-brutes-nantaises-à-leuropen-partie-1-br,Tyra,published,2018-10-30 15:03:15.551000,14,49,418,23987,Y,Y,Y
210,Premier touché bas pour les Raz’Tulipe !,premier-touché-bas-pour-les-raztulipe,Legalodec,published,2018-11-07 15:14:11.991000,33,40,684,4297,Y,Y,Y
211,Les corpos au fond du trou,les-corpos-au-fond-du-trou,giom,published,2018-11-07 17:12:10.435000,14,26,309,6479,Y,Y,Y
212,La Démontada pour Giom et ses Persécuteurs !,la-démontada-pour-giom-et-ses-persécuteurs,Legalodec,published,2018-11-10 15:59:09.811000,16,44,189,4566,Y,Y,N
213,"Du rose, du vert, du mauve ou du gros rouge ? Condate Ranking 5 !",du-rose-du-vert-du-mauve-ou-du-gros-rouge-condate-ranking-5-br,Elpigeon,published,2018-11-14 15:26:38.685000,14,65,180,11414,Y,Y,N
214,Gazette J2,gazette-j2,Chatman,published,2018-11-16 10:45:34.936000,0,10,70,4403,Y,Y,N
215,Gazette J2,gazette-j2-1,Chatman,published,2018-11-16 10:45:47.296000,5,10,70,4393,Y,Y,N
216,Un match pour la domination !,un-match-pour-la-domination,Holleb,published,2018-11-18 23:18:27.596000,4,29,562,7103,Y,Y,Y
217,[La Horde du Contre Vent] Peut-elle tomber plus bas ? <br>,la-horde-du-contre-vent-peut-elle-tomber-plus-bas-br,Tyra,published,2018-11-20 13:11:37.078000,16,58,350,5016,Y,Y,Y
218,Quadruplé pour les halfs du coach Tosty !,quadruplé-pour-les-halfs-du-coach-tosty,Legalodec,published,2018-11-21 10:27:32.503000,17,41,422,3992,Y,Y,Y
219,La Gazette de Condate J6,la-gazette-de-condate-j6,Elpigeon,published,2018-11-23 14:28:02.189000,18,24,76,12136,Y,Y,N
220,Condate Ranking 6 : ça saigne en haut du classement !,condate-ranking-6-ça-saigne-en-haut-du-classement,Elpigeon,published,2018-11-29 14:24:37.662000,14,53,336,13898,Y,Y,Y
221,Alambic Cup II : Préchauffage,alambic-cup-ii-préchauffage,longusbarbe,published,2018-12-02 18:08:49.929000,24,29,53,8322,Y,Y,N
222,Dragon Bowl : La Condate (presque) au sommet ! Malgré et à cause de jalousie Condatienne ?!,dragon-bowl-la-condate-presque-au-sommet-malgré-et-à-cause-de-jalousie-condatienne,Acryosis,published,2018-12-02 22:41:53.099000,30,91,262,7384,Y,Y,Y
223,[Dragon Bowl] Le debrief !<br>,brutes-nantaises-le-debrief-br,Tyra,published,2018-12-03 15:02:31.570000,4,30,857,752544,Y,Y,Y
224,Wilhelm Chaney signe chez les Sacrificers !,wilhelm-chaney-signe-chez-les-sacrificers,Legalodec,published,2018-12-04 22:41:07.847000,31,43,773,2620,Y,Y,Y
225,Joh Fantur et Fungus le Cinglé : it’s over !,joh-fantur-et-fungus-le-cinglénbsp-its-over,Legalodec,published,2018-12-06 22:08:33.545000,5,44,699,2589,Y,Y,Y
227,le départ d'Elfaël<br>,le-départ-delfaëlbr,Gilko,published,2018-12-07 22:04:46.722000,4,22,187,2847,Y,Y,N
228,"David Sycod: ""Oui, je suis le Petit Prince de l'Ouest""",david-sycod-emoui-je-suis-le-petit-prince-de-louestem,Legalodec,published,2018-12-08 14:12:45.425000,18,54,423,5330,Y,Y,Y
229,4 Stars sur le terrains !,4-stars-sur-le-terrains,Holleb,published,2018-12-08 15:04:49.791000,3,25,636,9516,Y,Y,Y
230,"[Tyra'Kadémie] Le début de la remontée fantastique ! (acte I, II, III, IV et V)<br>",tyrakadémie-le-début-de-la-remontée-fantastique-acte-ibr,Tyra,published,2018-12-11 14:43:48.384000,58,83,52,64178,Y,Y,N
232,Affaire des tampax usagés : Dark Tulipe suspendu par son équipe !,affaire-des-tampax-usagés-dark-tulipe-suspendu-par-son-équipe,Legalodec,published,2018-12-15 13:08:14.246000,12,65,479,5623,Y,Y,Y
233,Dark Sichann VS La Mort Vous Va Si Bien,dark-sichann-vs-la-mort-vous-va-si-bien,Masquime,published,2018-12-17 15:25:05.698000,1,39,383,2721,Y,Y,Y
234,"Oubliez Dieu, voici J.Bellota, le Monstre de l'Enfer",oubliez-dieu-voici-jbellota,Legalodec,published,2018-12-19 12:44:59.124000,31,52,225,3193,Y,Y,Y
235,<strong>Une gazette qu’on attendait plus : La J3</strong>,strongune-gazette-quon-attendait-plus-la-j3strong,Chatman,published,2018-12-22 06:22:19.188000,9,57,92,3746,Y,Y,N
236,"Chacun son tour, y'en aura pour tout le monde !!",chacun-son-tour-yen-aura-pour-tout-le-monde,Holleb,published,2018-12-23 00:46:41.266000,3,48,746,1873,Y,Y,Y
237,Le playbook de papagouze,le-playbook-de-papagouze,Bagouze,published,2018-12-25 11:40:54.908000,16,24,333,7518,Y,Y,Y
238,C'est Noël en Enfer !,cest-noël-en-enfer,Legalodec,published,2018-12-28 20:50:39.400000,28,21,1029,10432,Y,Y,Y
240,"Une nouvelle année, une saison qui continue !!",une-nouvelle-année-une-saison-qui-continue-br-1,Chatman,published,2019-01-04 19:30:34.202000,1,46,151,9126,Y,Y,N
241,<br>Tea for two and two for tea.<br>T-Day&nbsp;: le règlement,brtea-for-two-and-two-for-teabrt-daynbsp-le-règlementbr,arctulipe,published,2019-01-05 14:28:56.799000,28,61,339,3702,Y,Y,Y
242,Condate Ranking 7 : la saison parfaite pour les Raztulips ?,condate-ranking-7-la-saison-parfaite-pour-lesraztulips,Elpigeon,published,2019-01-07 13:52:10.727000,21,59,455,14611,Y,Y,Y
243,Abomination en ligue de Cognac : le Dry January,abomination-en-ligue-de-cognac-le-dry-january,longusbarbe,published,2019-01-08 22:12:36.464000,11,47,140,5270,Y,Y,N
244,"​​​​​​​Et Dieu tua le Troll, deux fois&nbsp;!",et-dieu-tua-le-troll-deux-foisnbsp,giom,published,2019-01-09 10:49:31.184000,24,45,174,3947,Y,Y,N
245,Record: 4 morts pour le KGB !,record-4-morts-pour-le-kgb,Legalodec,published,2019-01-16 09:31:17.336000,16,29,461,3548,Y,Y,Y
246,Dockers: 100% commotion !,dockers-100-commotion,Legalodec,published,2019-01-17 12:38:07.994000,12,25,401,4687,Y,Y,Y
247,Les Blitzers engagent Grim Croc d'Acier !,les-blitzers-engagent-grim-croc-dacier,Legalodec,published,2019-01-23 16:53:23.384000,30,41,801,2725,Y,Y,Y
248,Power Ranking 8 : Remontadas !,power-ranking-8-remontadas,Elpigeon,published,2019-02-05 14:44:27.024000,25,30,361,15301,Y,Y,Y
249,Willow Teinrose signe... chez les Beavers !,willow-teinrose-signe-chez-les-beavers,Legalodec,published,2019-02-15 17:21:11.601000,13,43,675,2856,Y,Y,Y
250,Le règlement du BBXI enfin disponible !,le-règlement-du-bbxi-enfin-disponible,Legalodec,published,2019-02-18 17:12:58.162000,15,39,645,3075,Y,Y,Y
251,Borak is back !,borak-is-back,Legalodec,published,2019-02-19 14:49:59.822000,8,15,624,4287,Y,Y,Y
252,[Stat] Devoirs de Vacances à Cognac,titre-du-nouvel-article-cliquez-moi-6,longusbarbe,published,2019-02-21 00:05:13.309000,7,35,186,5262,Y,Y,N
253,<strong>A l’aube de la deuxième journée de J6.</strong>,stronga-laube-de-la-deuxième-journée-de-j6strong,Chatman,published,2019-02-21 14:20:14.138000,6,55,92,12033,Y,Y,N
254,La passe à 10 !,la-passe-de-10,Bagouze,published,2019-03-03 21:41:41.564000,17,15,230,2762,Y,Y,Y
255,Condate Ranking 9 : la Course aux Playoffs.,condate-ranking-9-la-course-aux-playoffs,Elpigeon,published,2019-03-04 14:15:58.556000,22,43,385,13735,Y,Y,Y
256,Et voici le Money Time !,et-voici-le-money-time,Legalodec,published,2019-03-10 14:28:49.356000,12,24,517,4046,Y,Y,Y
257,L'EPOPEE TOURANGELLE...,lepopee-tourangelle,DavidSycod,published,2019-03-12 09:50:12.574000,19,23,279,5767,Y,Y,Y
258,Signé Griff Oberwald !,signé-griff-oberwald,Legalodec,published,2019-03-13 12:12:56.542000,24,22,503,2827,Y,Y,Y
259,Un nouveau record mondial pour la ligue choletaise,un-nouveau-record-mondial-pour-la-ligue-choletaise,Arnaulds,published,2019-03-14 20:26:44.302000,5,50,325,1590,Y,Y,Y
260,[Recette] Le secret d'un match épique,recette-le-secret-dun-match-épiquebr,Tyra,published,2019-03-15 20:07:51.913000,6,37,207,2995,Y,Y,Y
261,[Guide Tactique] Les nordiques<br>,guide-tactique-les-nordiquesbr,Tyra,published,2019-03-21 08:19:40.402000,12,34,166,3601,Y,Y,N
262,[World Record] C'est le coach Tosty qui a la plus grosse... prime de match !,world-record-cest-le-coach-tosty-qui-a-la-plus-grosse-prime-de-match,Legalodec,published,2019-03-24 15:10:04.735000,24,76,604,3261,Y,Y,Y
263,[J7] Le Valdemor aux couleurs du Breizh Bowl,j7-le-valdemor-aux-couleurs-du-breizh-bowl,Guizmo,published,2019-03-25 08:15:23.811000,8,44,257,7195,Y,Y,Y
264,"Soxarome ""Un rookie remporte la coupe des Cairns""<br>",soxarome-un-rookie-remporte-la-coupe-des-cairnsbr,dds,published,2019-03-25 11:05:34.297000,16,53,148,2264,Y,Y,N
265,"Dents de Johnny, l’histoire d’une fusion féérique",dent-de-johnny-lhistoire-dune-fusion-féérique,Legalodec,published,2019-03-27 19:18:43.109000,21,49,36,4612,Y,Y,N
266,Breizh Bowl XI: Paonpaon triomphe devant Doc Nova et Tosty !,breizh-bowl-xi-paonpaon-triomphe-devant-doc-nova-et-tosty,Legalodec,published,2019-04-09 18:05:27.164000,12,60,350,3160,Y,Y,Y
267,[Play Off] La NFC déjà verrouillée,play-off-la-nfc-déjà-verrouillée,Legalodec,published,2019-04-10 11:18:17.566000,23,34,560,3936,Y,Y,Y
268,Et Tosty trouva son familier !,titre-du-nouvel-article-cliquez-moi-7,giom,published,2019-04-12 16:01:35.710000,6,30,112,3570,Y,Y,N
269,"Les Quetzal d'Huatl, by JeanBanana",les-quetzal-dhuatl-by-jeanbanana,Legalodec,published,2019-04-15 11:49:22.581000,12,34,656,7489,Y,Y,Y
270,"Mon histoire de la coupe des voraces: defection, bière triple, et coup de génie.",mon-histoire-de-la-coupe-des-voraces-trahison-bière-triple-et-coup-de-génienbsp,Bagouze,published,2019-04-16 23:09:13.926000,42,80,705,9813,Y,Y,Y
271,Big 'Squig' Mikowsky !,big-squig-mikowsky,Legalodec,published,2019-04-19 11:04:25.810000,16,22,724,4381,Y,Y,Y
272,Arkhan'Tsar !,arkhantsar,Legalodec,published,2019-04-23 16:55:26.644000,49,13,398,4297,Y,Y,Y
273,[Horreur] Et si le Forum Rose était de retour?,horreur-et-si-le-forum-rose-était-de-retour,Legalodec,published,2019-04-27 10:03:50.635000,13,46,350,4684,Y,Y,Y
274,"Bloody: ""Je n'aurais pas dû quitter le stade à 0-2""",bloody-je-naurais-pas-dû-quitter-le-stade-à-0-2,Legalodec,published,2019-04-27 22:39:12.316000,15,51,31,1128,Y,Y,N
275,[Chez Charly] Zap !,chez-charly-zap,Legalodec,published,2019-05-01 08:31:58.691000,21,19,712,17621,Y,Y,Y
276,[Money Time] Qui l'aura dans le C...?,money-time-qui-laura-dans-le-c,longusbarbe,published,2019-05-01 22:13:35.671000,6,37,122,8936,Y,Y,N
277,"La Horde raillée, la Horde expulsée, mais la Horde qualifiée !!!<br>",la-horde-raillé-la-horde-expulsée-mais-la-horde-qualifiée-br,Tyra,published,2019-05-04 13:25:52.480000,27,68,187,6885,Y,Y,N
278,Vladi Poute: à une sortie près...,vladi-poute-à-une-sortie-près,Legalodec,published,2019-05-05 08:38:56.304000,3,33,460,3447,Y,Y,Y
279,Mais où était donc Belly Smalls ?!,mais-où-était-donc-belly-smalls,Legalodec,published,2019-05-08 19:59:05.748000,10,34,473,3872,Y,Y,Y
280,"Go The Hakes et Manant, Rois des Arènes du Graoully !",go-the-hakes-et-manant-rois-des-arènes-du-graoully,Legalodec,published,2019-05-12 15:22:35.330000,27,53,592,2892,Y,Y,Y
281,Les arènes? Pfeu... Le Bowl des Vignes!,les-arènes-pfeu-le-bowl-des-vignesbr,DwarfKeeper,published,2019-05-13 08:24:45.852000,26,39,311,5191,Y,Y,Y
282,Enfer du Dimanche: les règles spéciales!,enfer-du-dimanche-les-règles-spéciales,Legalodec,published,2019-05-15 09:24:08.581000,16,40,643,8147,Y,Y,Y
283,Pris en sandwich entre Clément0 et Harti...,pris-en-sandwich-entre-clément0-et-harti,Manant,published,2019-05-19 17:43:42.194000,31,43,85,1784,Y,Y,N
284,La coupe LU à mi saison,la-coupe-lu-à-mi-saisonbr,Croco,published,2019-05-22 20:54:27.636000,33,23,333,3127,Y,Y,Y
285,Un champion inédit pour la Ligue de Condate,un-champion-inédit-pour-la-ligue-de-condatestrongstrong,Legalodec,published,2019-05-25 11:20:46.543000,43,43,790,6703,Y,Y,Y
286,Les 5 faits marquants de la saison régulière,les-5-faits-marquants-de-la-saison-régulière,Legalodec,published,2019-05-30 10:59:50.131000,16,44,686,7970,Y,Y,Y
287,Monumental,monumental,Legalodec,published,2019-06-05 09:37:19.645000,21,10,792,4859,Y,Y,Y
288,La Condate vampirisée par la BN,la-condate-vampirisée-par-la-bn,giom,published,2019-06-11 13:44:03.060000,20,31,94,5536,Y,Y,N
289,Juin 44,juin-44,Legalodec,published,2019-06-12 09:12:54.905000,27,7,194,6419,Y,Y,N
290,"Arctulipe, Champion 2019 !",arctulipe-champion-2019,Legalodec,published,2019-06-17 21:46:58.588000,20,26,468,2072,Y,Y,Y
291,Un ROTY-gate à venir ?,un-roty-gate-à-venir,Jarnos,published,2019-06-17 22:56:40.248000,38,22,175,5650,Y,Y,N
293,Les Drakkars déménagent !,les-drakkars-déménagent,Pasteques,published,2019-06-21 09:33:16.730000,12,25,366,3906,Y,Y,Y
294,Belkardis remporte (encore!) le Lotobowl,belkardis-remporte-encore-le-lotobowl,Legalodec,published,2019-06-22 09:14:59.373000,10,40,694,4246,Y,Y,Y
295,[Intersaison] Le retour des Garbagers !,intersaison-le-retour-des-garbagers-br,AL3X,published,2019-06-24 09:01:09.531000,17,39,238,3527,Y,Y,Y
296,Ligue de Cognac 0% Charisme,ligue-de-cognac-0-charisme,longusbarbe,published,2019-06-27 22:11:10.858000,15,27,136,5662,Y,Y,N
297,"RFS: ""Si tu joues avec un slip sur la tête...""",rfs-si-tu-joues-avec-un-slip-sur-la-tête,Legalodec,published,2019-07-01 15:58:27.269000,40,46,643,7902,Y,Y,Y
298,Joh survole le Bowl d'Armor !,joh-survole-le-bowl-darmor,Legalodec,published,2019-07-09 11:38:12.142000,18,29,876,5348,Y,Y,Y
299,L'action du siècle !,laction-du-siècle-br,Tyra,published,2019-07-09 11:44:52.535000,12,20,237,2874,Y,Y,Y
300,Et voici le Contrat-Nappe 2019/20 !!,et-voici-le-contrat-nappe-201920,Legalodec,published,2019-07-11 10:04:32.353000,50,36,1050,4951,Y,Y,Y
301,Pendant ce temps-là chez les korrigans...,pendant-ce-temps-là-chez-les-korrigans,DavidSycod,published,2019-07-11 11:46:38.627000,6,41,610,5255,Y,Y,Y
302,"Petitgork, Rookie Of The Year !",petitgork-rookie-of-the-year,Legalodec,published,2019-07-13 12:29:22.696000,9,31,835,3560,Y,Y,Y
303,"Jarnos, ROTY Of The Year !",jarnos-roty-of-the-year,Legalodec,published,2019-07-17 14:54:55.472000,17,26,480,7361,Y,Y,Y
304,La Trission Rhaezor signe en Ligue de Condate !,la-trission-rhaezor-signe-en-ligue-de-condate,Legalodec,published,2019-07-19 22:30:21.974000,25,47,506,2472,Y,Y,Y
305,Team Roquette<br>,team-roquettebr,DwarfKeeper,published,2019-07-20 17:28:14.761000,9,17,389,8501,Y,Y,Y
306,Team Roquette partie 2 : le recrutement<br>,team-roquette-partie-2-le-recrutementbr,DwarfKeeper,published,2019-07-21 17:31:16.032000,11,43,739,8665,Y,Y,Y
307,"&nbsp;T.N.T (Tower'N Thralls), un autre Blood-Bowl",nbsptnt-towern-thralls-un-autre-blood-bowlbr,GoTheHakes,published,2019-07-22 15:02:43.901000,16,50,113,2174,Y,Y,N
308,[Trission] Un pont d’or pour Go The Hakes et…,trission-un-pont-dor-pour-go-the-hakes-et,Legalodec,published,2019-07-30 09:46:50.545000,14,45,594,2999,Y,Y,Y
309,Partie 3 : La Chaotic Tofu Corporation.<br>,partie-3-la-chaotic-tofu-corporationbr,DwarfKeeper,published,2019-07-30 17:35:40.285000,14,43,643,9007,Y,Y,Y
310,Une équipe du Chaos sur les toits Lyonnais !,titre-du-nouvel-article-cliquez-moi-8,Obsidian,published,2019-08-02 09:56:47.514000,15,44,612,2777,Y,Y,Y
311,"Flo, Bashlord officiel de la saison 2019 !!",flo-bashlord-officiel-de-la-saison-2019,Legalodec,published,2019-08-06 10:42:46.112000,9,43,443,4687,Y,Y,Y
312,Le Blitz57 Arrive !,le-blitz57-arrive,Oun,published,2019-08-06 14:43:22.522000,10,19,189,1539,Y,Y,N
313,Chaotic Tofu Corporation : enfer et dépression<br>,chaotic-tofu-corporation-enfer-et-dépressionbr,DwarfKeeper,published,2019-08-06 20:56:39.816000,3,50,57,9231,Y,Y,N
314,Bloody décroche le Crampon d’Or 2019 !,bloody-décroche-le-crampon-dor-2019,Legalodec,published,2019-08-08 16:53:47.258000,10,38,537,4646,Y,Y,Y
315,Al3x égale un record vieux de 10 saisons !,al3x-égale-un-record-vieux-de-10-saisons,Legalodec,published,2019-08-13 21:06:30.346000,5,42,529,5212,Y,Y,Y
316,Et les gagnants de la Kermesse 2019 sont...,et-les-gagnants-de-la-kermesse-2019-sont,longusbarbe,published,2019-08-13 22:06:18.283000,5,43,123,9336,Y,Y,N
317,Rejoignez le Longusbarbe Cognac Consortium,rejoignez-le-longusbarbe-cognac-consortium,longusbarbe,published,2019-08-13 22:40:19.550000,9,42,186,5004,Y,Y,N
318,[Commis Gate] J'adore quand un plan se déroule sans accroc,commis-gate-jadore-quand-un-plan-se-déroule-sans-accroc,EdwardGnomden,published,2019-08-17 00:13:51.723000,9,58,158,6229,Y,Y,N
320,Immryr Legion : Débarquement imminent !,immryr-legion-débarquement-imminent,Jarnos,published,2019-08-18 12:24:13.031000,11,39,26,5385,Y,Y,N
321,La turbine à chocolat<br>,la-turbine-à-chocolatbr,BadoloSaiynz,published,2019-08-22 05:46:20.667000,7,25,90,7085,Y,Y,N
322,Top 8 des plus grands événements sportifs de tous les temps,top-8-des-plus-grands-événements-sportifs-de-tous-les-temps,Legalodec,published,2019-08-22 13:31:40.822000,27,59,527,8188,Y,Y,Y
323,"Guizmo et Castor: ""On va tous les bagarrer!""",guizmo-et-castor-on-va-tous-les-bagarrer,Legalodec,published,2019-08-27 18:23:57.162000,17,44,644,8866,Y,Y,Y
324,"Khelby, par lui-même<br>",khelby-par-lui-mêmebr,Elpigeon,published,2019-08-29 07:12:25.310000,1,24,289,7431,Y,Y,Y
